Source,Destination,Weight
WEDDINGS & ENGAGEMENTS,CHINA,3.0
TOURNAMENTS,QATAR,142.0
ILLEGAL IMMIGRANTS,LIVERPOOL ENGLAND,1.0
INTERNATIONAL ECONOMIC ORGANIZATIONS,FRANCE,5.0
INTELLIGENCE & COGNITION,IRELAND,1.0
MUBARAK RESIGNATION,YEMEN,1.0
AIRPORTS,ABU DHABI UNITED ARAB EMIRATES,2.0
DIPLOMATIC SERVICES,PENNSYLVANIA USA,1.0
NATURAL GAS PRODUCTS,EGYPT,3.0
JOINT VENTURES,JORDAN,2.0
BANDWIDTH,NIGERIA,2.0
CITIES,UNITED KINGDOM,4.0
WEDDINGS & ENGAGEMENTS,TUNISIA,5.0
JUSTICE DEPARTMENTS,RUSSIAN FEDERATION,1.0
BASEBALL TOURNAMENTS,SPAIN,1.0
EMPLOYMENT GROWTH,CALIFORNIA USA,1.0
FOOD PRICES,INDIA,2.0
SHOOTINGS,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
COMPANY PROFITS,UNITED ARAB EMIRATES,4.0
SOCCER TOURNAMENTS,PALESTINIAN TERRITORY OCCUPIED,1.0
FINE WATCHES,ASIA,1.0
CEMENT MFG,TURKEY,2.0
ONLINE TRAVEL BOOKINGS,UNITED KINGDOM,5.0
RAIL TRANSPORTATION,UNITED KINGDOM,1.0
GROCERY STORES & SUPERMARKETS,UNITED KINGDOM,3.0
GOVERNMENT TOURIST OFFICES,GREECE,2.0
MARKET OPEN CLOSE,PALESTINIAN TERRITORY OCCUPIED,1.0
DESTINATIONS & ATTRACTIONS,JORDAN,2.0
EASTER SEASON,UNITED STATES,2.0
TRENDS,TURKEY,1.0
CAPITAL PUNISHMENT,QATAR,1.0
SUPPLY CHAIN MANAGEMENT,SAUDI ARABIA,1.0
US PRESIDENTIAL CANDIDATES 2008,UNITED ARAB EMIRATES,2.0
TAKEOVERS,NEW ZEALAND,1.0
BANKING & FINANCE,ASIA,5.0
GOVERNMENT GRANTS & SUBSIDIES,EUROPE,1.0
DOCUMENTARY FILMS,ALGERIA,3.0
SOMALI PIRACY,UNITED KINGDOM,1.0
ALCOHOL ABUSE & ADDICTION,IRAQ,2.0
SHEEP & GOAT FARMING,CASTILE AND LEON SPAIN,1.0
RESEARCH INSTITUTES,RWANDA,2.0
PEACE PROCESS,SERBIA & MONTENEGRO,1.0
INTERNET SOCIAL NETWORKING,UNITED KINGDOM,10.0
DISCOUNT & CLUB STORES,THAILAND,1.0
DEMOGRAPHIC GROUPS,ZIMBABWE,3.0
PUBLIC POLICY,ISRAEL,9.0
ALCOHOLIC BEVERAGE INDUSTRY,LEBANON,8.0
MERGERS & ACQUISITIONS,LONDON ENGLAND,1.0
INSURANCE,PUERTO RICO,2.0
INSANITY DEFENSE,TAMPA FL USA,1.0
SPORTS,CONGO,2.0
HISTORY,TURKEY,3.0
WOMEN'S HEALTH,UNITED STATES,1.0
FAMILY TRAVEL,UNITED STATES,1.0
RACE & RACISM,AUSTRALIA,2.0
STUDENT FINANCIAL AID,UNITED STATES,3.0
DEVELOPMENT BANKS,KOREA REPUBLIC OF,1.0
TAXES & TAXATION,AFRICA,1.0
DOMESTIC OFFENSES,ENGLAND,1.0
SKIN CARE PRODUCTS,MOROCCO,2.0
CONDOMINIUMS,THAILAND,1.0
PUBLIC FINANCE,CALIFORNIA USA,1.0
DESTINATIONS & ATTRACTIONS,CONGO,2.0
INTERNATIONAL COURTS & TRIBUNALS,JORDAN,3.0
TRANSPORTATION SECTOR PERFORMANCE,UNITED STATES,1.0
FOOD & BEVERAGE,NEW ZEALAND,1.0
HIGHWAYS & STREETS,AUSTRALIA,4.0
ARRESTS,KABUL AFGHANISTAN,1.0
JURISDICTION,BAHRAIN,1.0
TALKS & MEETINGS,AMMAN JORDAN,1.0
VETERANS,CANADA,2.0
POLITICAL SCIENCE,KOREA REPUBLIC OF,1.0
NATURAL GAS & ELECTRIC UTILITIES,JORDAN,1.0
PRIVATIZATION,UNITED KINGDOM,2.0
LANGUAGE SCHOOLS,UGANDA,1.0
NATIONAL PARKS,AUSTRALIA,3.0
PSORIASIS,MIDDLE EAST,1.0
ECONOMIC CRISIS,UNITED KINGDOM,12.0
TALKS & MEETINGS,JAPAN,4.0
MEAT EXPORTS & IMPORTS,KUWAIT,1.0
ENVIRONMENTALISM,NORTHERN ASIA,1.0
FREEDOM OF SPEECH,AUSTRALIA,3.0
INTERNATIONAL ECONOMIC ORGANIZATIONS,HUNGARY,2.0
REAL ESTATE INVESTING,BAHRAIN,3.0
WATER QUALITY,TUNISIA,1.0
ROBBERY,UNITED KINGDOM,1.0
INSOLVENCY & BANKRUPTCY,UNITED KINGDOM,3.0
ARRESTS,IRAN ISLAMIC REPUBLIC OF,12.0
OILS & FATS,NORTH AMERICA,1.0
WEATHER,UKRAINE,2.0
TEACHING & TEACHERS,NORTHERN IRELAND,1.0
DELAYS & POSTPONEMENTS,BEIRUT LEBANON,1.0
ENGINEERING,CHINA,4.0
TRENDS,SCOTLAND,1.0
NEW ISSUES,QATAR,2.0
WEDDINGS & ENGAGEMENTS,SOUTH AFRICA,1.0
POLITICAL PARTIES,FLORIDA USA,1.0
RURAL DEVELOPMENT,TUNISIA,1.0
MOBILE & CELLULAR TELEPHONES,HAITI,1.0
SPORTS & RECREATION,UNITED ARAB EMIRATES,44.0
DEFENSE DEPARTMENTS,ADELAIDE AUSTRALIA,1.0
MEDICAL RESEARCH,COTE D'IVOIRE,1.0
ELECTRONIC GOVERNMENT,ALGERIA,1.0
TELEVISION EQUIPMENT,CAIRO EGYPT,1.0
STUDENTS & STUDENT LIFE,SOUTH AFRICA,2.0
INDICTMENTS,TURKEY,1.0
DEPORTATION,INDONESIA,2.0
FDA APPROVALS,UNITED STATES,2.0
POLYSTYRENE,CHINA,1.0
EMBASSIES & CONSULATES,MEDITERRANEAN,1.0
LITERATURE,LONDON ENGLAND,1.0
INTERNATIONAL ECONOMIC ORGANIZATIONS,INDIA,3.0
WEDDINGS & ENGAGEMENTS,NIGER,1.0
HOTEL CHAINS,RUSSIAN FEDERATION,1.0
NOVELS & SHORT STORIES,MIDDLE EAST,1.0
CATHOLICS & CATHOLICISM,UNITED ARAB EMIRATES,1.0
EXPERIMENTATION & RESEARCH,ITALY,2.0
POPULATION & DEMOGRAPHICS,PALESTINIAN TERRITORY OCCUPIED,2.0
EXCHANGE RATES,DUBLIN IRELAND,1.0
TERRORISM,SOUTHEAST USA,1.0
LABOR FORCE,SINGAPORE,1.0
MARITIME PIRACY,UNITED ARAB EMIRATES,2.0
FURNITURE MFG,LEBANON,1.0
EARTHQUAKES,NIGERIA,3.0
SOVEREIGN WEALTH FUNDS,EGYPT,1.0
FUTURES,TUNISIA,1.0
MUSIC GROUPS & ARTISTS,LEBANON,3.0
RESEARCH INSTITUTES,SAUDI ARABIA,3.0
BUSINESS FORECASTS,IRAN ISLAMIC REPUBLIC OF,2.0
MINING & EXTRACTION RIGHTS & ROYALTIES,IRAQ,1.0
RESEARCH INSTITUTES,NORTHERN ASIA,1.0
PERSONAL CARE SERVICES,AFGHANISTAN,1.0
STUDENTS & STUDENT LIFE,MALDIVES,1.0
ARMS CONTROL & DISARMAMENT,SYRIA,2.0
SPORTS AWARDS,SERBIA,2.0
BASKETBALL TOURNAMENTS,LIVERPOOL ENGLAND,1.0
ISLAMIC HOLIDAYS & OBSERVANCES,SAUDI ARABIA,2.0
POLITICAL ASYLUM,IRAN ISLAMIC REPUBLIC OF,3.0
SPORTS INJURIES,INDIA,2.0
SEPARATISM & SECESSION,WALES,1.0
SEARCH WARRANTS,ALGERIA,1.0
SOCCER,AUSTRALIA,282.0
CONFERENCES & CONVENTIONS,TEL AVIV ISRAEL,1.0
PRESS CONFERENCES,ISRAEL,7.0
CLERGY & RELIGIOUS,HOLY SEE,2.0
BONDS,SCOTLAND,2.0
INTERNATIONAL ASSISTANCE,TEHRAN IRAN ISLAMIC REPUBLIC OF,1.0
CITIZENSHIP,THAILAND,1.0
ECONOMIC RECOVERY,ASIA,2.0
EXPORT TRADE,IRELAND,2.0
RESEARCH & DEVELOPMENT,MIDDLE EAST,1.0
BUILDING RENOVATION,JORDAN,1.0
ENERGY DEPARTMENTS,INDIA,4.0
EDITORIALS & OPINIONS,BALEARIC ISLANDS SPAIN,1.0
NATIONAL SECURITY,MIDDLE EAST,2.0
PSYCHIATRIC HOSPITALS,CAIRO EGYPT,3.0
PETROLEUM EXPORTS & IMPORTS,AFRICA,3.0
PARDONS,IRAQ,1.0
CRIMINAL ASSAULT & BATTERY,IRAQ,1.0
PERSONNEL CHANGES,AFGHANISTAN,1.0
TERRORIST ORGANIZATIONS,PALESTINIAN TERRITORY OCCUPIED,34.0
DEPRESSION,TEXAS USA,2.0
LITIGATION,IRAN ISLAMIC REPUBLIC OF,8.0
PONZI SCHEMES,UNITED KINGDOM,1.0
STATE DEPARTMENTS & FOREIGN SERVICES,GERMANY,4.0
HOTELS & MOTELS,KENYA,2.0
ARCHAEOLOGY,IRELAND,1.0
BOND ISSUES,DUBAI UNITED ARAB EMIRATES,4.0
MICROFINANCE,EGYPT,1.0
WIRELESS INTERNET ACCESS,YEMEN,2.0
FOOD INDUSTRY,KENYA,3.0
YOUTH SPORTS,HONG KONG,1.0
DRUG DELIVERY SYSTEMS,EGYPT,1.0
POLLS & SURVEYS,JORDAN,1.0
NONGOVERNMENTAL ORGANIZATIONS,SOUTH AFRICA,1.0
SPORTS GOVERNING BODIES,GAMBIA,2.0
DEVELOPING COUNTRIES,EUROPE,2.0
RIOTS,ESTONIA,1.0
HOUSE ARREST,IRAQ,1.0
FINANCIAL GUARANTY INSURANCE,AUSTRALIA,1.0
ENTERTAINMENT & ARTS AWARDS,CANADA,5.0
WAR ON TERROR,UNITED KINGDOM,2.0
SHAREHOLDERS,ZIMBABWE,2.0
PUBLIC POLICY,CHINA,9.0
SPORTS & RECREATION EVENTS,CAMEROON,4.0
FRUIT & JUICE DRINKS,UNITED STATES,1.0
LEGISLATIVE BODIES,KUWAIT,9.0
CHILDREN,EUROPEAN UNION MEMBER STATES,1.0
INTERNATIONAL LAW,DUBAI UNITED ARAB EMIRATES,1.0
MUSCULOSKELETAL DISORDERS & INJURIES,KOREA REPUBLIC OF,2.0
MOUNTAINS,EGYPT,8.0
TOURNAMENTS,ADELAIDE AUSTRALIA,2.0
GEOLOGY & GEOPHYSICS,PAKISTAN,4.0
INTERNATIONAL TRADE LAW,UNITED ARAB EMIRATES,1.0
PROTESTS & DEMONSTRATIONS,UNITED ARAB EMIRATES,5.0
HEADS OF STATE & GOVERNMENT,ETHIOPIA,4.0
MOVIE REVIEWS,AUSTRALIA,3.0
AIRPORTS,ANGOLA,2.0
HIGH SCHOOLS,QATAR,1.0
NATURAL GAS MARKETS,FRANCE,1.0
BOWLING,CANADA,1.0
UNITED NATIONS INSTITUTIONS,COTE D'IVOIRE,6.0
TRADE TREATIES & AGREEMENTS,YEMEN,1.0
EXPERT WITNESSES,IRAQ,1.0
EDITORIALS & OPINIONS,WESTERN SAHARA,1.0
ISLANDS & REEFS,QUEENSLAND AUSTRALIA,1.0
COMPANY PROFITS,SUDAN,1.0
CORPORATE GIVING,QUEENSLAND AUSTRALIA,2.0
CAMPAIGNS & ELECTIONS,OKLAHOMA USA,1.0
ENERGY & UTILITY POLICY,CZECH REPUBLIC,4.0
TELEVISION INDUSTRY,UKRAINE,7.0
VOTERS & VOTING,FRANCE,6.0
FUNDRAISING,BRAZIL,3.0
ALCOHOLIC BEVERAGE INDUSTRY,CHINA,2.0
DOCUMENTARY FILMS,UZBEKISTAN,1.0
GASOLINE,QATAR,3.0
ARRESTS,CHRISTMAS ISLAND,1.0
EPIDEMICS,SAUDI ARABIA,1.0
OIL & GAS INDUSTRY,TAJIKISTAN,1.0
INWARD INVESTMENT,UNITED ARAB EMIRATES,2.0
ECONOMIC POLICY,ROMANIA,3.0
MILITARY WEAPONS,YEMEN,3.0
LICENSING AGREEMENTS,MIDDLE EAST,1.0
FIBER OPTICS,TUNISIA,1.0
POLICE FORCES,BRAZIL,1.0
GOVERNORS,MEXICO,1.0
CHILDREN,EARTH,2.0
BUSINESS PLANS,CARIBBEAN ISLANDS,2.0
HOTEL CHAINS,AUSTRALIA,2.0
LOBBYING,INDIA,1.0
DRUG DESIGN & DISCOVERY,UNITED ARAB EMIRATES,1.0
BANKING & FINANCE REGULATION,AFGHANISTAN,1.0
FINES & PENALTIES,IRAN ISLAMIC REPUBLIC OF,1.0
FESTIVALS,MOROCCO,1.0
LAND USE PLANNING,UNITED STATES,4.0
SOCCER TOURNAMENTS,ASIA,16.0
AGRICULTURE DEPARTMENTS,GREECE,1.0
WILD CATS,EGYPT,1.0
PERSONAL CARE SERVICES,BEIRUT LEBANON,1.0
EVIDENCE,UNITED ARAB EMIRATES,4.0
VOLUNTEERS,TUNISIA,3.0
TOURNAMENTS,ARGENTINA,3.0
GLOBAL WARMING,UNITED STATES,6.0
LETTERS & COMMENTS,ANTARCTICA,1.0
FREEDOM OF SPEECH,PAKISTAN,2.0
CRIMINAL FALSE IMPRISONMENT,EGYPT,1.0
SETTLEMENTS & DECISIONS,KABUL AFGHANISTAN,1.0
STUDENTS & STUDENT LIFE,TURKEY,1.0
FINES & PENALTIES,SOUTH AFRICA,3.0
INTERNET JOURNALISM,YEMEN,1.0
MOBILE & CELLULAR COMMUNICATIONS,SYRIA,1.0
SENIOR CITIZENS,YEMEN,2.0
DEFENSE SECTOR PERFORMANCE,KUWAIT,1.0
BOOKSTORES,TUNISIA,10.0
FOSSIL FUEL POWER PLANTS,YEMEN,1.0
DIAGNOSTIC IMAGING,JORDAN,1.0
HIGH SPEED TRAINS,JAPAN,3.0
REALITY TELEVISION,AUSTRALIA,2.0
PROSTITUTION,AUSTRALIA,2.0
PRODUCTIVITY,UNITED STATES,2.0
MUSLIMS & ISLAM,SCOTLAND,1.0
BOMBS & EXPLOSIVES,TEHRAN IRAN ISLAMIC REPUBLIC OF,1.0
CONSUMER CONFIDENCE,UNITED STATES,5.0
CHRISTIANS & CHRISTIANITY,LONDON ENGLAND,3.0
US STATE GOVERNMENT,OKLAHOMA USA,1.0
TEA MARKETS,TANZANIA UNITED REPUBLIC OF,1.0
POLICE FORCES,KASHMIR,1.0
ENERGY DEVELOPMENT PROGRAMS,UNITED ARAB EMIRATES,1.0
SOLAR ENERGY,CHINA,1.0
WAR ON TERROR,PAKISTAN,2.0
FRAUD & FINANCIAL CRIME,QATAR,5.0
NIGHT VISION DEVICES,SOUTH AFRICA,1.0
TERRORISM,UNITED STATES,143.0
ACQUITTAL,IRAQ,4.0
REAL ESTATE DEVELOPMENT,SAUDI ARABIA,1.0
STREAMING MEDIA,QATAR,1.0
MANAGEMENT CONSULTING,CHINA,1.0
AGRICULTURAL INCOME,NEW ZEALAND,1.0
AIR FORCES,WALES,1.0
ANTIBIOTICS,UNITED STATES,4.0
PHILANTHROPY,UNITED ARAB EMIRATES,3.0
HUMAN RIGHTS ORGANIZATIONS,EGYPT,31.0
PLATINUM MARKETS,CHINA,2.0
CONTRACTS & BIDS,QATAR,4.0
ELECTRONICS,AFGHANISTAN,1.0
WAR & CONFLICT,TUCSON AZ USA,1.0
RIVERS,AUSTRALIA,2.0
OIL EXTRACTION,ISRAEL,2.0
OPHTHALMOLOGY,TANZANIA UNITED REPUBLIC OF,1.0
RELIGION,KABUL AFGHANISTAN,2.0
OIL & GAS PRICES,NORTHERN ASIA,1.0
EMBASSIES & CONSULATES,CROATIA,1.0
BANK ROBBERY,VICTORIA AUSTRALIA,1.0
SUITS & CLAIMS,PAKISTAN,1.0
CHRISTMAS,AUSTRIA,1.0
BIOGRAPHICAL LITERATURE,JERUSALEM ISRAEL,2.0
MUSLIMS & ISLAM,COTE D'IVOIRE,4.0
RACE & RACISM,LEBANON,1.0
US REPUBLICAN PARTY,JORDAN,1.0
MARKET SEGMENTATION,INDIA,1.0
COUPS,MOROCCO,2.0
CHRISTIANS & CHRISTIANITY,MALAYSIA,1.0
PARENT COMPANIES,EGYPT,3.0
PRESIDENTIAL ELECTIONS,AFGHANISTAN,1.0
ENTREPRENEURSHIP,INDONESIA,1.0
EMERGING MARKETS,CHINA,25.0
POSTWAR RECONSTRUCTION,UNITED KINGDOM,1.0
IMMIGRANT DETENTION CENTERS,PERTH AUSTRALIA,1.0
STRINGED INSTRUMENTS,UNITED STATES,5.0
SPORTS AWARDS,MANCHESTER ENGLAND,2.0
BULK SHIPPING,IRAQ,4.0
TERRORIST ORGANIZATIONS,KOREA REPUBLIC OF,1.0
PRIME MINISTERS,MOROCCO,3.0
SUICIDE,WESTERN EUROPE,3.0
GRANDCHILDREN,UNITED STATES,7.0
H1N1 INFLUENZA,TUNISIA,2.0
BEHAVIOR & COGNITION,UNITED STATES,1.0
EMERGING MARKETS,UNITED STATES,23.0
ATHLETES,VICTORIA AUSTRALIA,3.0
RURAL COMMUNITIES,NIGERIA,4.0
US REPUBLICAN PARTY,NORTH DAKOTA USA,1.0
OSTEOPATHY,MAURITIUS,1.0
FIBER OPTICS,CANADA,1.0
DEFENSE INDUSTRY,KUWAIT,2.0
WOMEN,SAUDI ARABIA,7.0
INFLUENZA,UNITED KINGDOM,6.0
HUMANITIES & SOCIAL SCIENCE,TUNISIA,3.0
SUICIDE BOMBINGS,RUSSIAN FEDERATION,8.0
ANALGESICS,SAUDI ARABIA,2.0
TALKS & MEETINGS,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,3.0
NATURAL GAS PRODUCTS,TUNISIA,1.0
GLOBAL WARMING,KENYA,1.0
US FEDERAL GOVERNMENT,HAITI,1.0
CRIMINAL CONVICTIONS,LONDON ENGLAND,1.0
KIDNAPPING & ABDUCTION,RUSSIAN FEDERATION,1.0
CRIMES AGAINST HUMANITY,SUDAN,3.0
AMERICAN FOOTBALL TOURNAMENTS,AUSTRALIA,7.0
MAMMALS,BOSNIA & HERZEGOVINA,1.0
INVESTIGATIONS,CANADA,13.0
ENVIRONMENTAL DEPARTMENTS,AUSTRALIA,4.0
HOMICIDE,TUNISIA,6.0
PREGNANCY & CHILDBIRTH,BRAZIL,1.0
AIR FORCES,RUSSIAN FEDERATION,1.0
COMPANY PROFITS,SERBIA,1.0
EXPORT TRADE,INDIA,7.0
CAMPAIGNS & ELECTIONS,BANGLADESH,1.0
INDUSTRIAL PROPERTY,UNITED KINGDOM,1.0
AEROSPACE INDUSTRY,CANADA,2.0
DRINKING PLACES,LIVERPOOL ENGLAND,1.0
BIOTECHNOLOGY INDUSTRY,CAIRO EGYPT,2.0
EXPORT PROMOTION,SWITZERLAND,1.0
SMUGGLING,ETHIOPIA,2.0
ORGANIC FOODS,AUSTRALIA,2.0
RAMADAN,UNITED STATES,1.0
WIRELESS APPLICATION PROTOCOL,TURKEY,1.0
VISUAL & PERFORMING ARTS,LONDON ENGLAND,4.0
GOLF,ZIMBABWE,1.0
ORGAN DONATION,IRAN ISLAMIC REPUBLIC OF,1.0
POLLS & SURVEYS,TUNISIA,8.0
WAR CRIMES,IRAQ,17.0
CRIMES AGAINST HUMANITY,GERMANY,4.0
SOCCER TOURNAMENTS,TUNISIA,9.0
WIRETAPPING,ITALY,7.0
WATER SUPPLY UTILITIES,JORDAN,1.0
LEGISLATORS,BELARUS,1.0
OIL & GAS INDUSTRY,CHINA,8.0
EDUCATION SYSTEMS & INSTITUTIONS,FRANCE,1.0
SUGAR MARKETS,CANADA,1.0
UTILITIES INDUSTRY,CHINA,1.0
AMBULANCE & RESCUE SERVICES,CAIRO EGYPT,3.0
PROTESTS & DEMONSTRATIONS,BERLIN GERMANY,1.0
TELEVISION MOVIES & MINISERIES,IRAQ,3.0
COMMUNICATIONS LAW,UNITED ARAB EMIRATES,1.0
POLITICAL CORRUPTION,UNITED KINGDOM,5.0
RIOTS,BIRMINGHAM ENGLAND,1.0
CRIMES AGAINST HUMANITY,JORDAN,1.0
BIRDS,KENYA,1.0
PETROLEUM EXPORTS & IMPORTS,INDIA,5.0
RISK MANAGEMENT,MALAYSIA,1.0
SOCCER TOURNAMENTS,LONDON ENGLAND,5.0
CAMPAIGNS & ELECTIONS,INDIA,4.0
GRAIN MARKETS,NEW ZEALAND,1.0
CONTRACEPTION,QUEBEC CANADA,1.0
GOLF,MARS,1.0
BIOTECHNOLOGY & GENETIC SCIENCE,KUWAIT,1.0
FILM SCHOOLS,SAUDI ARABIA,1.0
WIKILEAKS CONTROVERSIES,YEMEN,2.0
SETTLEMENT & COMPROMISE,BAHRAIN,2.0
COLLEGE & UNIVERSITY PROFESSORS,RED SEA,3.0
ORGAN DONATION,EGYPT,1.0
HOSPICE,UNITED STATES,2.0
MUSIC INDUSTRY,NEW ZEALAND,1.0
RENEWABLE ENERGY,NORTHERN ASIA,1.0
PUBLIC FINANCE AGENCIES & TREASURIES,UGANDA,2.0
OIL & GAS STORAGE FACILITIES,NORTHEAST USA,1.0
IMPORT TRADE,YEMEN,1.0
SATELLITE TELEVISION,EUROPE,1.0
SPORTS & RECREATION EVENTS,SAUDI ARABIA,11.0
AWARDS & PRIZES,PALESTINIAN TERRITORY OCCUPIED,2.0
DEMOGRAPHIC GROUPS,NIGERIA,2.0
MILITARY DEPENDENTS,UNITED STATES,6.0
PHOTOJOURNALISM,NORTHERN IRELAND,1.0
ANNIVERSARIES,SAUDI ARABIA,1.0
ENDOWMENTS,EUROPE,1.0
NATURAL GAS & ELECTRIC UTILITIES,IRELAND,1.0
HOSTAGE TAKING,TUNISIA,5.0
KEYBOARD INSTRUMENTS,SCOTLAND,1.0
INTERNATIONAL ASSISTANCE,AFRICA,8.0
MARINAS,EGYPT,2.0
SCIENCE NEWS,JORDAN,1.0
NUCLEAR ENERGY,ISRAEL,4.0
BRITISH MONARCHS,SYRIA,1.0
BANKING & FINANCE,UNITED KINGDOM,17.0
ARMED FORCES,CYPRUS,3.0
SECONDARY SCHOOLS,LONDON ENGLAND,1.0
ELECTRICITY TRANSMISSION & DISTRIBUTION,IRAQ,2.0
FULL TIME EMPLOYMENT,NEW YORK NY USA,1.0
PRESS CONFERENCES,UGANDA,2.0
CAMPING,EGYPT,2.0
BONE FRACTURES,SAUDI ARABIA,2.0
PEACE PROCESS,AUSTRALIA,3.0
POPULATION & DEMOGRAPHICS,UNITED KINGDOM,2.0
COMPANY LISTS & RANKINGS,AFRICA,5.0
AGENCY RULEMAKING,MOROCCO,2.0
POLITICAL ASYLUM,CHRISTMAS ISLAND,3.0
PRIME MINISTERS,DUBAI UNITED ARAB EMIRATES,1.0
TERRITORIAL & NATIONAL BORDERS,SOMALIA,1.0
ILLEGAL GAMBLING,CHINA,1.0
CATHOLICS & CATHOLICISM,TAMPA FL USA,1.0
DRUG DESIGN & DISCOVERY,MEXICO,1.0
OPHTHALMOLOGY,ISRAEL,1.0
SPORTS,VICTORIA AUSTRALIA,9.0
ELECTRONIC MAIL,IRAQ,1.0
SUPREME COURTS,CANADA,3.0
EDITORIALS & OPINIONS,UNITED STATES,79.0
BLOGS & MESSAGE BOARDS,ASIA,1.0
BANK BRANCHES,TUNISIA,2.0
CENTRAL NERVOUS SYSTEM DRUGS,UNITED STATES,5.0
PRESIDENTIAL ELECTIONS,AZERBAIJAN,1.0
JUSTICE DEPARTMENTS,ETHIOPIA,2.0
SPORTS & RECREATION EVENTS,HAWAII USA,2.0
ACTORS & ACTRESSES,NORTHERN TERRITORY AUSTRALIA,1.0
BRITISH PRIME MINISTERS,IRAQ,41.0
TAX INCREASES,UNITED KINGDOM,1.0
POVERTY RATES,EGYPT,4.0
BASKETBALL,RWANDA,1.0
PROTESTANTS & PROTESTANTISM,ASIA,6.0
INDICTMENTS,KOREA REPUBLIC OF,1.0
COLLEGES & UNIVERSITIES,MASSACHUSETTS USA,1.0
SHIPBUILDING,IRAQ,1.0
TEMPORARY EMPLOYMENT,MOROCCO,1.0
LAW ENFORCEMENT,MAURITIUS,6.0
ELECTION AUTHORITIES,AFGHANISTAN,2.0
TELECOMMUNICATIONS,RUSSIAN FEDERATION,2.0
INTERNET SOCIAL NETWORKING,EGYPT,189.0
MIDDLE EAST PROTESTS & UPRISINGS,TUNISIA,1.0
HEADS OF STATE & GOVERNMENT,KENYA,5.0
NAVAL VESSELS,EGYPT,3.0
ENTERTAINMENT & ARTS AWARDS,EARTH,1.0
FRANCHISEES,UNITED ARAB EMIRATES,1.0
GEOLOGY & GEOPHYSICS,ISRAEL,6.0
SENTENCING,SCOTLAND,2.0
TELEVISION INDUSTRY,SUDAN,3.0
CONSTRUCTION,JORDAN,1.0
WOUNDS & INJURIES,BANGLADESH,1.0
PROTESTS & DEMONSTRATIONS,CHINA,9.0
US DEMOCRATIC PARTY,UNITED ARAB EMIRATES,1.0
LAW COURTS & TRIBUNALS,BAHRAIN,4.0
IMPORT TRADE,DUBAI UNITED ARAB EMIRATES,2.0
PETROLEUM PRODUCTS,CHINA,5.0
DIGITAL CAMERAS,GLASGOW SCOTLAND,1.0
CHRISTIANS & CHRISTIANITY,JORDAN,7.0
SPORTS AWARDS,LONDON ENGLAND,9.0
WOMEN'S HEALTH,BRAZIL,1.0
JUDGES,LEBANON,9.0
TICKET SALES,NIGERIA,3.0
COMMERCIAL & RESIDENTIAL PROPERTY,EGYPT,1.0
LAWYERS,COTE D'IVOIRE,2.0
SUITS & CLAIMS,INDIA,2.0
SPORTS GOVERNING BODIES,NORTHERN IRELAND,1.0
ENERGY DEMAND,THAILAND,2.0
DEFLATION,THAILAND,1.0
LUNG CANCER,UNITED ARAB EMIRATES,1.0
SINGERS & MUSICIANS,UNITED ARAB EMIRATES,3.0
ENERGY & UTILITY TRADE,JAPAN,1.0
BIRTHS & BIRTH RATES,COTE D'IVOIRE,2.0
MUSLIMS & ISLAM,TUNISIA,279.0
MURDER,ZIMBABWE,1.0
INTERNATIONAL ASSISTANCE,LIBYAN ARAB JAMAHIRIYA,3.0
HUMANITIES & SOCIAL SCIENCE,UNITED STATES,8.0
SOMALI PIRACY,EGYPT,1.0
INVESTMENT BANKING,ZAMBIA,2.0
CASE STUDIES,MALAYSIA,1.0
MURDER,PALESTINIAN TERRITORY OCCUPIED,3.0
TAKEOVERS,UNITED STATES,12.0
HEALTH DEPARTMENTS,UNITED KINGDOM,3.0
PRICE MANAGEMENT,EGYPT,2.0
SPORTS & RECREATION,HAWAII USA,2.0
SCIENCE NEWS,IRAQ,1.0
ELECTRIC POWER PLANTS,SPAIN,1.0
ADOLESCENTS,NETHERLANDS,4.0
JANUARY 2010 HAITI EARTHQUAKE,SINGAPORE,1.0
EMERGING MARKETS,TUNISIA,25.0
ENVIRONMENT & NATURAL RESOURCES,TANZANIA UNITED REPUBLIC OF,3.0
MURDER,WESTERN EUROPE,3.0
PUBLIC PRIVATE PARTNERSHIPS,NORTHERN ASIA,1.0
ICE HOCKEY,KAZAKHSTAN,1.0
ARRESTS,SUDAN,18.0
NURSES & NURSING,YEMEN,3.0
ARSON,VICTORIA AUSTRALIA,1.0
EMBASSIES & CONSULATES,IRAQ,35.0
CIVIC & SOCIAL ORGANIZATIONS,UNITED STATES,4.0
TENNIS,SWITZERLAND,1.0
HEATING OIL,SAUDI ARABIA,1.0
LEISURE TRAVEL,FLORIDA USA,1.0
IRAQ WAR,CZECH REPUBLIC,2.0
ARCHAEOLOGY,GERMANY,2.0
LABOR FORCE,PALESTINIAN TERRITORY OCCUPIED,1.0
COMMERCIAL PROPERTY,TURKEY,1.0
CIVIL AVIATION,IRAN ISLAMIC REPUBLIC OF,1.0
CHILD POVERTY,EGYPT,4.0
PENSION FUNDS,UKRAINE,4.0
CENTRIFUGES,UNITED STATES,1.0
COFFEE & TEA MFG,TURKEY,1.0
MILITARY OPERATIONS,TEXAS USA,1.0
